rater_id,pair_id,brief_id,industry,comparison_type,preferred_output,premium_quality_A,premium_quality_B,business_alignment_A,business_alignment_B,distinctness_A,distinctness_B,confidence_collaboration_A,confidence_collaboration_B,time_to_acceptable_A_min,time_to_acceptable_B_min,evaluation_type
rater_01,brief-148::pair_ai_cdo_vs_sft,brief-148,government,AI-CDO_vs_SFT,A,10,5,10,6,10,6,9,7,11,21,blind_comparison
rater_01,brief-010::pair_sft_vs_baseline,brief-010,consumer,SFT_vs_Baseline,A,8,6,7,5,7,7,7,7,12,19,blind_comparison
rater_01,brief-038::pair_sft_vs_baseline,brief-038,fintech,SFT_vs_Baseline,Tie,8,7,8,5,8,6,7,6,16,20,blind_comparison
rater_01,brief-097::pair_ai_cdo_vs_baseline,brief-097,media,AI-CDO_vs_Baseline,Tie,8,7,7,7,9,5,9,7,9,23,blind_comparison
rater_01,brief-018::pair_sft_vs_baseline,brief-018,manufacturing,SFT_vs_Baseline,A,7,6,8,7,7,5,6,6,13,21,blind_comparison
rater_01,brief-072::pair_sft_vs_baseline,brief-072,consumer,SFT_vs_Baseline,A,7,7,8,5,8,6,7,5,13,17,blind_comparison
rater_01,brief-144::pair_sft_vs_baseline,brief-144,saas,SFT_vs_Baseline,A,7,5,8,6,8,5,6,7,15,22,blind_comparison
rater_01,brief-132::pair_ai_cdo_vs_baseline,brief-132,ecommerce,AI-CDO_vs_Baseline,Tie,8,8,7,8,9,5,8,6,10,19,blind_comparison
rater_01,brief-085::pair_ai_cdo_vs_baseline,brief-085,fintech,AI-CDO_vs_Baseline,Tie,8,8,8,8,9,7,9,6,10,28,blind_comparison
rater_01,brief-042::pair_ai_cdo_vs_baseline,brief-042,consumer,AI-CDO_vs_Baseline,A,9,5,9,7,10,5,8,5,10,19,blind_comparison
rater_01,brief-082::pair_sft_vs_baseline,brief-082,healthcare,SFT_vs_Baseline,B,7,5,7,6,7,5,6,5,14,22,blind_comparison
rater_01,brief-132::pair_sft_vs_baseline,brief-132,consumer,SFT_vs_Baseline,B,7,5,7,7,8,7,7,5,16,22,blind_comparison
rater_01,brief-097::pair_sft_vs_baseline,brief-097,nonprofit,SFT_vs_Baseline,Tie,8,7,8,5,7,7,8,5,16,17,blind_comparison
rater_01,brief-073::pair_ai_cdo_vs_sft,brief-073,ecommerce,AI-CDO_vs_SFT,A,10,5,10,5,10,7,9,6,10,21,blind_comparison
rater_01,brief-044::pair_ai_cdo_vs_sft,brief-044,edtech,AI-CDO_vs_SFT,A,9,7,9,5,10,6,10,6,10,20,blind_comparison
rater_01,brief-011::pair_ai_cdo_vs_sft,brief-011,manufacturing,AI-CDO_vs_SFT,A,9,6,10,6,9,6,10,7,12,22,blind_comparison
rater_01,brief-024::pair_ai_cdo_vs_baseline,brief-024,media,AI-CDO_vs_Baseline,A,8,5,10,5,10,6,9,6,9,22,blind_comparison
rater_01,brief-030::pair_ai_cdo_vs_sft,brief-030,proptech,AI-CDO_vs_SFT,A,10,7,9,7,10,6,10,5,10,26,blind_comparison
rater_01,brief-148::pair_ai_cdo_vs_baseline,brief-148,media,AI-CDO_vs_Baseline,Tie,7,7,7,8,10,6,8,5,9,26,blind_comparison
rater_01,brief-122::pair_sft_vs_baseline,brief-122,edtech,SFT_vs_Baseline,A,7,7,7,5,8,5,8,6,14,16,blind_comparison
rater_01,brief-128::pair_ai_cdo_vs_sft,brief-128,manufacturing,AI-CDO_vs_SFT,A,9,6,9,5,10,5,8,7,8,19,blind_comparison
rater_01,brief-044::pair_sft_vs_baseline,brief-044,media,SFT_vs_Baseline,B,8,5,7,5,8,6,7,6,16,20,blind_comparison
rater_01,brief-049::pair_sft_vs_baseline,brief-049,ecommerce,SFT_vs_Baseline,A,7,5,7,6,7,6,8,7,13,18,blind_comparison
rater_01,brief-013::pair_sft_vs_baseline,brief-013,proptech,SFT_vs_Baseline,Tie,8,7,8,5,7,5,6,6,12,19,blind_comparison
rater_01,brief-084::pair_ai_cdo_vs_baseline,brief-084,fintech,AI-CDO_vs_Baseline,A,8,5,10,7,10,5,8,7,11,27,blind_comparison
rater_01,brief-075::pair_ai_cdo_vs_sft,brief-075,government,AI-CDO_vs_SFT,A,9,5,9,5,10,5,9,5,12,20,blind_comparison
rater_01,brief-051::pair_ai_cdo_vs_sft,brief-051,government,AI-CDO_vs_SFT,A,10,6,10,5,9,6,8,7,10,23,blind_comparison
rater_01,brief-022::pair_ai_cdo_vs_sft,brief-022,fintech,AI-CDO_vs_SFT,A,10,6,9,6,9,6,9,6,11,22,blind_comparison
rater_01,brief-113::pair_ai_cdo_vs_baseline,brief-113,nonprofit,AI-CDO_vs_Baseline,A,9,5,9,5,8,5,8,6,13,20,blind_comparison
rater_01,brief-002::pair_sft_vs_baseline,brief-002,healthcare,SFT_vs_Baseline,Tie,7,6,8,7,8,5,8,7,12,20,blind_comparison
rater_01,brief-002::pair_ai_cdo_vs_baseline,brief-002,ecommerce,AI-CDO_vs_Baseline,A,8,7,9,7,8,6,8,5,12,28,blind_comparison
rater_01,brief-100::pair_sft_vs_baseline,brief-100,ecommerce,SFT_vs_Baseline,A,8,5,7,7,8,7,7,6,16,18,blind_comparison
rater_01,brief-081::pair_ai_cdo_vs_sft,brief-081,proptech,AI-CDO_vs_SFT,A,9,5,10,5,9,7,8,7,12,19,blind_comparison
rater_01,brief-092::pair_sft_vs_baseline,brief-092,manufacturing,SFT_vs_Baseline,B,7,6,7,6,7,5,6,7,14,19,blind_comparison
rater_01,brief-115::pair_ai_cdo_vs_baseline,brief-115,manufacturing,AI-CDO_vs_Baseline,A,8,5,9,6,10,6,8,6,13,22,blind_comparison
rater_01,brief-090::pair_ai_cdo_vs_baseline,brief-090,fintech,AI-CDO_vs_Baseline,A,8,5,9,6,9,6,9,6,11,25,blind_comparison
rater_01,brief-110::pair_ai_cdo_vs_sft,brief-110,ecommerce,AI-CDO_vs_SFT,A,9,6,10,6,9,6,10,5,10,18,blind_comparison
rater_01,brief-088::pair_ai_cdo_vs_sft,brief-088,healthcare,AI-CDO_vs_SFT,A,10,5,10,6,9,6,8,5,9,26,blind_comparison
rater_01,brief-098::pair_ai_cdo_vs_baseline,brief-098,legal,AI-CDO_vs_Baseline,A,9,7,10,5,10,5,8,7,12,24,blind_comparison
rater_01,brief-082::pair_ai_cdo_vs_baseline,brief-082,government,AI-CDO_vs_Baseline,A,9,5,9,5,9,6,9,5,11,21,blind_comparison
rater_01,brief-094::pair_ai_cdo_vs_sft,brief-094,media,AI-CDO_vs_SFT,A,9,5,10,5,9,7,10,5,11,20,blind_comparison
rater_01,brief-022::pair_ai_cdo_vs_baseline,brief-022,ecommerce,AI-CDO_vs_Baseline,A,10,6,9,7,9,5,8,7,10,21,blind_comparison
rater_01,brief-051::pair_sft_vs_baseline,brief-051,edtech,SFT_vs_Baseline,A,7,7,7,7,8,7,8,7,15,19,blind_comparison
rater_01,brief-065::pair_ai_cdo_vs_baseline,brief-065,consumer,AI-CDO_vs_Baseline,A,10,6,9,6,10,6,9,5,9,22,blind_comparison
rater_01,brief-147::pair_ai_cdo_vs_sft,brief-147,manufacturing,AI-CDO_vs_SFT,A,9,5,9,7,10,6,8,6,9,21,blind_comparison
rater_01,brief-135::pair_ai_cdo_vs_baseline,brief-135,healthcare,AI-CDO_vs_Baseline,A,10,6,10,5,8,6,8,5,13,25,blind_comparison
rater_01,brief-040::pair_ai_cdo_vs_sft,brief-040,media,AI-CDO_vs_SFT,A,10,5,9,7,10,5,9,5,10,26,blind_comparison
rater_01,brief-050::pair_sft_vs_baseline,brief-050,fintech,SFT_vs_Baseline,B,7,5,7,6,7,7,6,6,13,22,blind_comparison
rater_01,brief-101::pair_ai_cdo_vs_sft,brief-101,consumer,AI-CDO_vs_SFT,A,9,5,9,6,10,5,9,6,11,25,blind_comparison
rater_01,brief-052::pair_ai_cdo_vs_sft,brief-052,proptech,AI-CDO_vs_SFT,A,10,5,9,6,9,6,9,6,8,23,blind_comparison
rater_01,brief-053::pair_ai_cdo_vs_baseline,brief-053,fintech,AI-CDO_vs_Baseline,A,9,6,9,6,9,6,9,7,10,27,blind_comparison
rater_01,brief-051::pair_ai_cdo_vs_baseline,brief-051,healthcare,AI-CDO_vs_Baseline,A,9,5,10,7,10,7,8,6,13,19,blind_comparison
rater_01,brief-140::pair_sft_vs_baseline,brief-140,government,SFT_vs_Baseline,B,8,6,7,5,7,7,7,5,16,19,blind_comparison
rater_01,brief-064::pair_ai_cdo_vs_baseline,brief-064,government,AI-CDO_vs_Baseline,A,10,5,10,7,9,5,9,5,10,28,blind_comparison
rater_01,brief-002::pair_ai_cdo_vs_sft,brief-002,ecommerce,AI-CDO_vs_SFT,A,9,7,9,5,10,5,9,5,11,23,blind_comparison
rater_01,brief-118::pair_sft_vs_baseline,brief-118,legal,SFT_vs_Baseline,B,8,6,8,5,7,7,7,7,13,18,blind_comparison
rater_01,brief-008::pair_ai_cdo_vs_baseline,brief-008,consumer,AI-CDO_vs_Baseline,A,8,7,9,7,8,5,8,7,11,20,blind_comparison
rater_01,brief-087::pair_sft_vs_baseline,brief-087,manufacturing,SFT_vs_Baseline,A,8,7,8,6,8,5,7,6,16,20,blind_comparison
rater_01,brief-046::pair_ai_cdo_vs_baseline,brief-046,proptech,AI-CDO_vs_Baseline,A,9,6,9,6,9,6,8,6,9,25,blind_comparison
rater_01,brief-047::pair_ai_cdo_vs_baseline,brief-047,legal,AI-CDO_vs_Baseline,A,10,6,9,6,8,6,8,7,12,22,blind_comparison
rater_01,brief-028::pair_sft_vs_baseline,brief-028,proptech,SFT_vs_Baseline,A,8,7,8,5,8,5,6,6,13,21,blind_comparison
rater_01,brief-031::pair_sft_vs_baseline,brief-031,edtech,SFT_vs_Baseline,A,8,5,8,7,7,7,8,7,12,17,blind_comparison
rater_01,brief-150::pair_sft_vs_baseline,brief-150,proptech,SFT_vs_Baseline,A,8,6,7,6,8,6,8,6,12,20,blind_comparison
rater_01,brief-004::pair_sft_vs_baseline,brief-004,edtech,SFT_vs_Baseline,A,8,7,8,7,8,7,8,7,15,20,blind_comparison
rater_01,brief-006::pair_ai_cdo_vs_sft,brief-006,edtech,AI-CDO_vs_SFT,A,10,7,10,7,9,7,8,5,8,26,blind_comparison
rater_01,brief-068::pair_ai_cdo_vs_baseline,brief-068,nonprofit,AI-CDO_vs_Baseline,A,8,5,9,5,9,7,9,5,11,26,blind_comparison
rater_01,brief-063::pair_sft_vs_baseline,brief-063,government,SFT_vs_Baseline,Tie,8,5,7,7,7,7,6,7,13,17,blind_comparison
rater_01,brief-145::pair_sft_vs_baseline,brief-145,saas,SFT_vs_Baseline,A,7,5,7,5,7,5,7,6,12,20,blind_comparison
rater_01,brief-127::pair_ai_cdo_vs_baseline,brief-127,media,AI-CDO_vs_Baseline,A,9,6,9,7,9,5,8,6,11,18,blind_comparison
rater_01,brief-094::pair_sft_vs_baseline,brief-094,government,SFT_vs_Baseline,A,7,6,8,7,7,6,7,5,16,20,blind_comparison
rater_01,brief-122::pair_ai_cdo_vs_baseline,brief-122,government,AI-CDO_vs_Baseline,A,8,7,10,7,9,6,9,5,10,22,blind_comparison
rater_01,brief-116::pair_ai_cdo_vs_sft,brief-116,healthcare,AI-CDO_vs_SFT,A,10,5,10,7,9,6,10,7,12,21,blind_comparison
rater_01,brief-096::pair_sft_vs_baseline,brief-096,media,SFT_vs_Baseline,A,8,6,7,5,7,5,6,5,16,22,blind_comparison
rater_01,brief-001::pair_ai_cdo_vs_baseline,brief-001,healthcare,AI-CDO_vs_Baseline,Tie,7,7,8,8,9,6,8,7,13,20,blind_comparison
rater_01,brief-135::pair_ai_cdo_vs_sft,brief-135,edtech,AI-CDO_vs_SFT,A,9,6,9,7,9,7,8,6,12,23,blind_comparison
rater_01,brief-039::pair_ai_cdo_vs_baseline,brief-039,media,AI-CDO_vs_Baseline,A,9,5,9,6,9,6,9,6,10,20,blind_comparison
rater_01,brief-107::pair_ai_cdo_vs_baseline,brief-107,healthcare,AI-CDO_vs_Baseline,A,9,6,9,6,8,6,9,6,12,22,blind_comparison
rater_01,brief-014::pair_sft_vs_baseline,brief-014,manufacturing,SFT_vs_Baseline,Tie,7,6,8,6,8,5,7,7,13,19,blind_comparison
rater_01,brief-020::pair_ai_cdo_vs_sft,brief-020,healthcare,AI-CDO_vs_SFT,A,9,7,9,5,9,6,10,5,11,18,blind_comparison
rater_01,brief-029::pair_ai_cdo_vs_baseline,brief-029,legal,AI-CDO_vs_Baseline,A,9,5,10,5,9,6,8,5,10,26,blind_comparison
rater_01,brief-093::pair_ai_cdo_vs_sft,brief-093,media,AI-CDO_vs_SFT,A,9,5,9,5,9,7,9,6,10,20,blind_comparison
rater_01,brief-147::pair_sft_vs_baseline,brief-147,nonprofit,SFT_vs_Baseline,A,7,7,8,6,7,5,8,6,13,17,blind_comparison
rater_01,brief-094::pair_ai_cdo_vs_baseline,brief-094,ecommerce,AI-CDO_vs_Baseline,A,8,6,10,6,9,6,8,6,11,25,blind_comparison
rater_01,brief-083::pair_ai_cdo_vs_sft,brief-083,proptech,AI-CDO_vs_SFT,A,9,7,10,6,9,6,8,7,9,25,blind_comparison
rater_01,brief-043::pair_sft_vs_baseline,brief-043,government,SFT_vs_Baseline,A,7,5,7,6,8,7,8,7,12,20,blind_comparison
rater_01,brief-054::pair_ai_cdo_vs_sft,brief-054,edtech,AI-CDO_vs_SFT,A,10,7,10,7,10,6,8,7,10,24,blind_comparison
rater_01,brief-064::pair_ai_cdo_vs_sft,brief-064,manufacturing,AI-CDO_vs_SFT,A,10,6,9,7,10,6,9,7,10,23,blind_comparison
rater_01,brief-011::pair_sft_vs_baseline,brief-011,legal,SFT_vs_Baseline,A,7,5,7,7,7,7,8,6,15,21,blind_comparison
rater_01,brief-114::pair_ai_cdo_vs_baseline,brief-114,manufacturing,AI-CDO_vs_Baseline,Tie,7,8,8,7,10,7,9,7,9,23,blind_comparison
rater_01,brief-112::pair_sft_vs_baseline,brief-112,media,SFT_vs_Baseline,Tie,7,6,8,7,8,7,8,5,14,21,blind_comparison
rater_01,brief-087::pair_ai_cdo_vs_sft,brief-087,nonprofit,AI-CDO_vs_SFT,A,9,6,10,5,9,6,9,5,9,21,blind_comparison
rater_01,brief-036::pair_ai_cdo_vs_sft,brief-036,edtech,AI-CDO_vs_SFT,A,9,5,9,5,10,7,9,6,10,23,blind_comparison
rater_01,brief-073::pair_ai_cdo_vs_baseline,brief-073,legal,AI-CDO_vs_Baseline,A,10,7,10,7,8,5,9,5,11,22,blind_comparison
rater_01,brief-046::pair_sft_vs_baseline,brief-046,edtech,SFT_vs_Baseline,A,7,5,7,6,8,5,8,5,13,20,blind_comparison
rater_01,brief-019::pair_ai_cdo_vs_baseline,brief-019,healthcare,AI-CDO_vs_Baseline,A,10,7,10,7,8,6,9,5,9,24,blind_comparison
rater_01,brief-043::pair_ai_cdo_vs_baseline,brief-043,proptech,AI-CDO_vs_Baseline,A,8,7,10,7,10,6,8,5,12,19,blind_comparison
rater_01,brief-143::pair_ai_cdo_vs_baseline,brief-143,edtech,AI-CDO_vs_Baseline,A,8,6,9,5,9,6,9,6,9,20,blind_comparison
rater_01,brief-034::pair_ai_cdo_vs_sft,brief-034,consumer,AI-CDO_vs_SFT,A,10,5,10,7,9,6,9,6,11,21,blind_comparison
rater_01,brief-033::pair_ai_cdo_vs_sft,brief-033,ecommerce,AI-CDO_vs_SFT,A,9,7,9,5,9,5,8,5,12,23,blind_comparison
rater_01,brief-150::pair_ai_cdo_vs_sft,brief-150,nonprofit,AI-CDO_vs_SFT,A,9,5,10,5,9,6,8,5,9,22,blind_comparison
rater_01,brief-116::pair_ai_cdo_vs_baseline,brief-116,government,AI-CDO_vs_Baseline,A,9,7,9,7,8,6,8,6,12,23,blind_comparison
rater_01,brief-066::pair_ai_cdo_vs_sft,brief-066,media,AI-CDO_vs_SFT,A,9,5,10,7,9,7,8,6,11,20,blind_comparison
rater_01,brief-111::pair_sft_vs_baseline,brief-111,media,SFT_vs_Baseline,A,7,7,7,7,8,5,6,5,12,21,blind_comparison
rater_01,brief-078::pair_ai_cdo_vs_baseline,brief-078,government,AI-CDO_vs_Baseline,A,8,7,9,7,10,5,8,6,9,25,blind_comparison
rater_01,brief-149::pair_sft_vs_baseline,brief-149,media,SFT_vs_Baseline,B,8,6,8,7,8,6,8,6,12,21,blind_comparison
rater_01,brief-121::pair_ai_cdo_vs_baseline,brief-121,consumer,AI-CDO_vs_Baseline,A,8,6,10,7,8,7,9,5,13,27,blind_comparison
rater_01,brief-045::pair_ai_cdo_vs_baseline,brief-045,government,AI-CDO_vs_Baseline,A,8,7,9,7,10,6,8,7,10,18,blind_comparison
rater_01,brief-138::pair_sft_vs_baseline,brief-138,manufacturing,SFT_vs_Baseline,A,8,5,7,5,8,5,6,7,16,17,blind_comparison
rater_01,brief-016::pair_ai_cdo_vs_sft,brief-016,edtech,AI-CDO_vs_SFT,A,9,6,9,5,10,7,9,6,9,26,blind_comparison
rater_01,brief-105::pair_sft_vs_baseline,brief-105,legal,SFT_vs_Baseline,Tie,7,6,7,5,7,5,7,7,13,20,blind_comparison
rater_01,brief-106::pair_ai_cdo_vs_baseline,brief-106,media,AI-CDO_vs_Baseline,Tie,7,7,7,7,9,5,8,5,9,25,blind_comparison
rater_01,brief-106::pair_ai_cdo_vs_sft,brief-106,government,AI-CDO_vs_SFT,A,9,6,9,6,9,6,9,7,11,18,blind_comparison
rater_01,brief-080::pair_sft_vs_baseline,brief-080,nonprofit,SFT_vs_Baseline,A,8,7,8,5,7,7,8,7,14,18,blind_comparison
rater_01,brief-041::pair_ai_cdo_vs_sft,brief-041,government,AI-CDO_vs_SFT,A,10,5,9,5,10,6,10,7,10,20,blind_comparison
rater_01,brief-119::pair_ai_cdo_vs_sft,brief-119,consumer,AI-CDO_vs_SFT,A,10,5,9,7,10,6,8,7,12,22,blind_comparison
rater_01,brief-014::pair_ai_cdo_vs_baseline,brief-014,healthcare,AI-CDO_vs_Baseline,Tie,8,8,7,8,8,5,8,5,13,24,blind_comparison
rater_01,brief-119::pair_sft_vs_baseline,brief-119,government,SFT_vs_Baseline,A,7,5,7,6,7,6,6,7,15,20,blind_comparison
rater_01,brief-031::pair_ai_cdo_vs_baseline,brief-031,proptech,AI-CDO_vs_Baseline,A,9,6,10,6,10,6,8,5,12,20,blind_comparison
rater_01,brief-016::pair_ai_cdo_vs_baseline,brief-016,fintech,AI-CDO_vs_Baseline,A,9,6,10,5,8,7,9,5,9,18,blind_comparison
rater_01,brief-069::pair_ai_cdo_vs_baseline,brief-069,media,AI-CDO_vs_Baseline,A,8,5,10,7,10,7,9,7,9,25,blind_comparison
rater_01,brief-098::pair_ai_cdo_vs_sft,brief-098,edtech,AI-CDO_vs_SFT,A,9,5,10,7,9,7,9,7,8,21,blind_comparison
rater_01,brief-010::pair_ai_cdo_vs_sft,brief-010,media,AI-CDO_vs_SFT,A,10,5,10,7,10,6,10,6,11,26,blind_comparison
rater_01,brief-023::pair_ai_cdo_vs_sft,brief-023,media,AI-CDO_vs_SFT,A,9,6,10,6,9,7,10,6,8,21,blind_comparison
rater_01,brief-061::pair_ai_cdo_vs_baseline,brief-061,government,AI-CDO_vs_Baseline,A,9,5,10,7,9,5,9,7,12,28,blind_comparison
rater_01,brief-057::pair_ai_cdo_vs_baseline,brief-057,saas,AI-CDO_vs_Baseline,A,9,7,10,6,9,6,9,6,13,18,blind_comparison
rater_01,brief-132::pair_ai_cdo_vs_sft,brief-132,edtech,AI-CDO_vs_SFT,A,9,5,10,5,10,7,9,7,12,20,blind_comparison
rater_01,brief-037::pair_sft_vs_baseline,brief-037,legal,SFT_vs_Baseline,Tie,7,5,7,6,8,6,6,7,13,16,blind_comparison
rater_01,brief-036::pair_sft_vs_baseline,brief-036,edtech,SFT_vs_Baseline,A,8,6,7,5,8,6,6,7,12,18,blind_comparison
rater_01,brief-080::pair_ai_cdo_vs_sft,brief-080,proptech,AI-CDO_vs_SFT,A,10,7,10,7,9,5,9,5,8,19,blind_comparison
rater_01,brief-009::pair_ai_cdo_vs_baseline,brief-009,proptech,AI-CDO_vs_Baseline,Tie,7,7,8,7,8,7,8,6,9,28,blind_comparison
rater_01,brief-108::pair_sft_vs_baseline,brief-108,manufacturing,SFT_vs_Baseline,B,7,5,7,7,7,7,6,5,13,20,blind_comparison
rater_01,brief-079::pair_sft_vs_baseline,brief-079,media,SFT_vs_Baseline,B,7,7,7,6,8,6,6,5,12,22,blind_comparison
rater_01,brief-128::pair_ai_cdo_vs_baseline,brief-128,consumer,AI-CDO_vs_Baseline,A,9,7,10,7,8,6,8,7,10,24,blind_comparison
rater_01,brief-079::pair_ai_cdo_vs_baseline,brief-079,edtech,AI-CDO_vs_Baseline,A,9,6,9,7,8,6,8,5,11,27,blind_comparison
rater_01,brief-052::pair_sft_vs_baseline,brief-052,healthcare,SFT_vs_Baseline,B,7,7,8,6,7,7,7,5,14,19,blind_comparison
rater_01,brief-139::pair_ai_cdo_vs_baseline,brief-139,edtech,AI-CDO_vs_Baseline,A,10,5,9,7,9,5,8,5,12,19,blind_comparison
rater_01,brief-131::pair_sft_vs_baseline,brief-131,fintech,SFT_vs_Baseline,A,8,7,8,6,7,6,7,7,14,21,blind_comparison
rater_01,brief-125::pair_sft_vs_baseline,brief-125,legal,SFT_vs_Baseline,A,7,5,8,6,8,5,7,6,13,21,blind_comparison
rater_01,brief-128::pair_sft_vs_baseline,brief-128,manufacturing,SFT_vs_Baseline,A,8,7,8,6,7,5,7,6,14,17,blind_comparison
rater_01,brief-050::pair_ai_cdo_vs_baseline,brief-050,fintech,AI-CDO_vs_Baseline,A,9,5,10,7,8,5,8,5,9,23,blind_comparison
rater_01,brief-062::pair_sft_vs_baseline,brief-062,ecommerce,SFT_vs_Baseline,A,8,5,7,7,8,5,7,6,14,20,blind_comparison
rater_01,brief-053::pair_sft_vs_baseline,brief-053,legal,SFT_vs_Baseline,A,8,6,7,7,7,7,8,6,12,19,blind_comparison
rater_01,brief-129::pair_ai_cdo_vs_sft,brief-129,fintech,AI-CDO_vs_SFT,A,10,5,9,6,9,6,9,6,12,25,blind_comparison
rater_01,brief-015::pair_ai_cdo_vs_baseline,brief-015,legal,AI-CDO_vs_Baseline,A,10,7,10,7,8,6,8,5,12,22,blind_comparison
rater_01,brief-017::pair_ai_cdo_vs_sft,brief-017,ecommerce,AI-CDO_vs_SFT,A,10,5,9,6,9,5,9,7,10,18,blind_comparison
rater_01,brief-117::pair_sft_vs_baseline,brief-117,proptech,SFT_vs_Baseline,Tie,7,5,7,7,8,6,7,5,13,19,blind_comparison
rater_01,brief-075::pair_ai_cdo_vs_baseline,brief-075,consumer,AI-CDO_vs_Baseline,Tie,7,7,7,7,8,6,8,5,13,18,blind_comparison
