rater_id,pair_id,brief_id,industry,comparison_type,preferred_output,premium_quality_A,premium_quality_B,business_alignment_A,business_alignment_B,distinctness_A,distinctness_B,confidence_collaboration_A,confidence_collaboration_B,time_to_acceptable_A_min,time_to_acceptable_B_min,evaluation_type
rater_01,brief-066::pair_ai_cdo_vs_baseline,brief-066,government,AI-CDO_vs_Baseline,A,8,7,10,6,9,5,8,7,12,23,blind_comparison
rater_01,brief-075::pair_sft_vs_baseline,brief-075,proptech,SFT_vs_Baseline,B,7,6,8,6,7,6,8,5,15,17,blind_comparison
rater_01,brief-035::pair_ai_cdo_vs_baseline,brief-035,consumer,AI-CDO_vs_Baseline,A,10,7,10,6,9,5,9,5,9,18,blind_comparison
rater_01,brief-143::pair_ai_cdo_vs_sft,brief-143,legal,AI-CDO_vs_SFT,A,10,7,10,7,10,5,10,7,10,23,blind_comparison
rater_01,brief-006::pair_sft_vs_baseline,brief-006,government,SFT_vs_Baseline,B,7,6,8,5,8,6,7,6,12,20,blind_comparison
rater_01,brief-089::pair_sft_vs_baseline,brief-089,nonprofit,SFT_vs_Baseline,A,8,5,8,6,8,6,7,6,13,17,blind_comparison
rater_01,brief-095::pair_sft_vs_baseline,brief-095,proptech,SFT_vs_Baseline,A,7,5,8,6,8,6,8,5,13,21,blind_comparison
rater_01,brief-023::pair_ai_cdo_vs_baseline,brief-023,legal,AI-CDO_vs_Baseline,A,10,6,9,5,8,7,8,7,10,20,blind_comparison
rater_01,brief-012::pair_ai_cdo_vs_baseline,brief-012,ecommerce,AI-CDO_vs_Baseline,A,10,6,10,7,10,6,8,6,12,18,blind_comparison
rater_01,brief-112::pair_ai_cdo_vs_baseline,brief-112,manufacturing,AI-CDO_vs_Baseline,A,9,7,9,6,9,7,8,5,11,22,blind_comparison
rater_01,brief-086::pair_ai_cdo_vs_baseline,brief-086,government,AI-CDO_vs_Baseline,A,9,5,9,6,8,5,9,7,10,24,blind_comparison
rater_01,brief-136::pair_ai_cdo_vs_baseline,brief-136,nonprofit,AI-CDO_vs_Baseline,Tie,8,8,8,8,10,6,8,5,9,18,blind_comparison
rater_01,brief-055::pair_ai_cdo_vs_baseline,brief-055,consumer,AI-CDO_vs_Baseline,A,10,5,9,6,10,6,8,5,11,20,blind_comparison
rater_01,brief-047::pair_sft_vs_baseline,brief-047,proptech,SFT_vs_Baseline,A,7,6,8,6,8,5,7,5,12,22,blind_comparison
rater_01,brief-056::pair_ai_cdo_vs_sft,brief-056,proptech,AI-CDO_vs_SFT,A,9,5,10,7,10,5,9,7,12,24,blind_comparison
rater_01,brief-018::pair_ai_cdo_vs_baseline,brief-018,legal,AI-CDO_vs_Baseline,A,9,5,9,7,8,6,9,7,11,18,blind_comparison
rater_01,brief-003::pair_sft_vs_baseline,brief-003,proptech,SFT_vs_Baseline,A,8,7,7,6,7,6,7,5,13,17,blind_comparison
rater_01,brief-007::pair_sft_vs_baseline,brief-007,healthcare,SFT_vs_Baseline,Tie,7,7,7,5,7,6,7,6,16,17,blind_comparison
rater_01,brief-123::pair_sft_vs_baseline,brief-123,government,SFT_vs_Baseline,A,8,6,7,5,7,7,7,6,12,18,blind_comparison
rater_01,brief-113::pair_sft_vs_baseline,brief-113,healthcare,SFT_vs_Baseline,B,8,5,8,5,8,5,7,5,14,16,blind_comparison
rater_01,brief-141::pair_sft_vs_baseline,brief-141,proptech,SFT_vs_Baseline,A,7,7,7,7,7,7,6,7,13,19,blind_comparison
rater_01,brief-084::pair_sft_vs_baseline,brief-084,government,SFT_vs_Baseline,Tie,8,7,8,7,8,7,7,7,12,19,blind_comparison
rater_01,brief-137::pair_ai_cdo_vs_sft,brief-137,legal,AI-CDO_vs_SFT,A,9,5,9,6,10,5,10,7,9,22,blind_comparison
rater_01,brief-009::pair_ai_cdo_vs_sft,brief-009,proptech,AI-CDO_vs_SFT,A,9,6,10,5,9,5,10,7,11,26,blind_comparison
rater_01,brief-133::pair_sft_vs_baseline,brief-133,ecommerce,SFT_vs_Baseline,Tie,8,5,8,6,7,5,8,6,13,21,blind_comparison
rater_01,brief-012::pair_ai_cdo_vs_sft,brief-012,media,AI-CDO_vs_SFT,A,9,6,10,5,10,6,9,5,9,24,blind_comparison
rater_01,brief-070::pair_ai_cdo_vs_baseline,brief-070,edtech,AI-CDO_vs_Baseline,A,9,7,10,7,10,7,9,7,9,25,blind_comparison
rater_01,brief-108::pair_ai_cdo_vs_baseline,brief-108,ecommerce,AI-CDO_vs_Baseline,A,9,6,10,7,9,6,8,6,12,24,blind_comparison
rater_01,brief-029::pair_sft_vs_baseline,brief-029,edtech,SFT_vs_Baseline,Tie,7,6,8,5,8,7,8,6,16,22,blind_comparison
rater_01,brief-037::pair_ai_cdo_vs_baseline,brief-037,manufacturing,AI-CDO_vs_Baseline,A,8,6,9,5,9,7,8,7,13,22,blind_comparison
rater_01,brief-113::pair_ai_cdo_vs_sft,brief-113,media,AI-CDO_vs_SFT,A,10,5,9,5,10,6,10,5,8,19,blind_comparison
rater_01,brief-038::pair_ai_cdo_vs_sft,brief-038,manufacturing,AI-CDO_vs_SFT,A,9,7,9,6,9,5,10,7,9,24,blind_comparison
rater_01,brief-087::pair_ai_cdo_vs_baseline,brief-087,manufacturing,AI-CDO_vs_Baseline,A,9,5,9,7,10,6,8,6,13,23,blind_comparison
rater_01,brief-110::pair_ai_cdo_vs_baseline,brief-110,proptech,AI-CDO_vs_Baseline,A,10,6,9,5,10,7,8,6,11,22,blind_comparison
rater_01,brief-005::pair_sft_vs_baseline,brief-005,consumer,SFT_vs_Baseline,A,8,7,7,6,8,6,7,5,13,16,blind_comparison
rater_01,brief-083::pair_sft_vs_baseline,brief-083,healthcare,SFT_vs_Baseline,Tie,7,7,8,7,7,7,6,6,13,17,blind_comparison
rater_01,brief-141::pair_ai_cdo_vs_sft,brief-141,manufacturing,AI-CDO_vs_SFT,A,9,7,9,5,10,5,8,7,10,19,blind_comparison
rater_01,brief-025::pair_ai_cdo_vs_sft,brief-025,legal,AI-CDO_vs_SFT,A,9,6,9,5,10,7,10,7,9,22,blind_comparison
rater_01,brief-140::pair_ai_cdo_vs_baseline,brief-140,edtech,AI-CDO_vs_Baseline,A,10,7,9,6,8,5,9,6,9,18,blind_comparison
rater_01,brief-091::pair_ai_cdo_vs_sft,brief-091,media,AI-CDO_vs_SFT,A,10,5,9,7,9,6,8,7,10,21,blind_comparison
rater_01,brief-109::pair_ai_cdo_vs_sft,brief-109,proptech,AI-CDO_vs_SFT,A,10,7,10,5,10,6,10,5,8,21,blind_comparison
rater_01,brief-005::pair_ai_cdo_vs_sft,brief-005,proptech,AI-CDO_vs_SFT,A,9,6,10,5,10,7,10,6,11,26,blind_comparison
rater_01,brief-035::pair_ai_cdo_vs_sft,brief-035,proptech,AI-CDO_vs_SFT,A,9,5,9,7,9,7,10,7,12,24,blind_comparison
rater_01,brief-120::pair_ai_cdo_vs_baseline,brief-120,consumer,AI-CDO_vs_Baseline,A,10,6,10,6,9,5,9,7,12,21,blind_comparison
rater_01,brief-149::pair_ai_cdo_vs_sft,brief-149,fintech,AI-CDO_vs_SFT,A,10,6,10,5,10,6,9,7,9,23,blind_comparison
rater_01,brief-067::pair_ai_cdo_vs_sft,brief-067,nonprofit,AI-CDO_vs_SFT,A,10,6,10,7,9,5,10,7,9,20,blind_comparison
rater_01,brief-117::pair_ai_cdo_vs_sft,brief-117,proptech,AI-CDO_vs_SFT,A,9,6,9,5,9,7,10,6,10,24,blind_comparison
rater_01,brief-126::pair_sft_vs_baseline,brief-126,manufacturing,SFT_vs_Baseline,B,8,7,8,5,8,7,6,7,15,16,blind_comparison
rater_01,brief-124::pair_sft_vs_baseline,brief-124,healthcare,SFT_vs_Baseline,A,8,5,7,6,7,6,6,7,15,19,blind_comparison
rater_01,brief-129::pair_sft_vs_baseline,brief-129,government,SFT_vs_Baseline,B,7,6,8,7,7,6,7,6,15,16,blind_comparison
rater_01,brief-077::pair_ai_cdo_vs_sft,brief-077,media,AI-CDO_vs_SFT,A,9,5,9,7,9,6,9,6,12,18,blind_comparison
rater_01,brief-124::pair_ai_cdo_vs_sft,brief-124,legal,AI-CDO_vs_SFT,A,9,6,10,7,10,6,9,5,10,24,blind_comparison
rater_01,brief-030::pair_sft_vs_baseline,brief-030,healthcare,SFT_vs_Baseline,A,7,6,8,5,8,5,8,6,16,19,blind_comparison
rater_01,brief-034::pair_ai_cdo_vs_baseline,brief-034,manufacturing,AI-CDO_vs_Baseline,A,10,7,9,5,8,7,9,5,10,18,blind_comparison
rater_01,brief-093::pair_ai_cdo_vs_baseline,brief-093,consumer,AI-CDO_vs_Baseline,A,9,5,9,6,10,5,9,5,13,20,blind_comparison
rater_01,brief-101::pair_sft_vs_baseline,brief-101,saas,SFT_vs_Baseline,Tie,8,7,7,6,7,7,8,5,16,16,blind_comparison
rater_01,brief-027::pair_sft_vs_baseline,brief-027,ecommerce,SFT_vs_Baseline,A,8,5,8,7,7,6,8,7,15,21,blind_comparison
rater_01,brief-059::pair_ai_cdo_vs_baseline,brief-059,saas,AI-CDO_vs_Baseline,Tie,8,8,7,8,10,6,9,6,9,26,blind_comparison
rater_01,brief-043::pair_ai_cdo_vs_sft,brief-043,nonprofit,AI-CDO_vs_SFT,A,9,7,9,5,9,7,9,6,12,22,blind_comparison
rater_01,brief-127::pair_sft_vs_baseline,brief-127,government,SFT_vs_Baseline,A,7,7,8,6,7,7,7,7,15,17,blind_comparison
rater_01,brief-103::pair_ai_cdo_vs_sft,brief-103,consumer,AI-CDO_vs_SFT,A,9,5,9,7,10,7,9,5,10,20,blind_comparison
rater_01,brief-138::pair_ai_cdo_vs_baseline,brief-138,saas,AI-CDO_vs_Baseline,A,9,6,10,5,8,6,9,5,13,25,blind_comparison
rater_01,brief-053::pair_ai_cdo_vs_sft,brief-053,edtech,AI-CDO_vs_SFT,A,10,6,9,7,10,5,9,5,12,19,blind_comparison
rater_01,brief-088::pair_ai_cdo_vs_baseline,brief-088,consumer,AI-CDO_vs_Baseline,A,10,5,10,7,8,5,9,5,9,23,blind_comparison
rater_01,brief-020::pair_sft_vs_baseline,brief-020,healthcare,SFT_vs_Baseline,A,8,5,8,7,7,7,8,6,15,20,blind_comparison
rater_01,brief-067::pair_sft_vs_baseline,brief-067,ecommerce,SFT_vs_Baseline,A,7,7,7,5,7,7,6,6,15,18,blind_comparison
rater_01,brief-034::pair_sft_vs_baseline,brief-034,ecommerce,SFT_vs_Baseline,B,7,7,7,6,7,5,8,5,14,16,blind_comparison
rater_01,brief-142::pair_ai_cdo_vs_baseline,brief-142,consumer,AI-CDO_vs_Baseline,Tie,7,7,8,8,10,5,8,7,10,23,blind_comparison
rater_01,brief-078::pair_sft_vs_baseline,brief-078,fintech,SFT_vs_Baseline,A,8,6,8,7,8,6,8,7,16,21,blind_comparison
rater_01,brief-130::pair_sft_vs_baseline,brief-130,edtech,SFT_vs_Baseline,Tie,8,6,7,7,8,6,8,6,12,18,blind_comparison
rater_01,brief-041::pair_ai_cdo_vs_baseline,brief-041,edtech,AI-CDO_vs_Baseline,Tie,8,7,8,7,9,6,9,6,10,28,blind_comparison
rater_01,brief-069::pair_sft_vs_baseline,brief-069,nonprofit,SFT_vs_Baseline,A,8,7,7,6,7,5,7,6,14,17,blind_comparison
rater_01,brief-070::pair_sft_vs_baseline,brief-070,ecommerce,SFT_vs_Baseline,A,7,5,8,7,7,7,7,6,14,19,blind_comparison
rater_01,brief-032::pair_ai_cdo_vs_baseline,brief-032,ecommerce,AI-CDO_vs_Baseline,A,8,6,10,7,8,6,9,7,9,25,blind_comparison
rater_01,brief-040::pair_ai_cdo_vs_baseline,brief-040,government,AI-CDO_vs_Baseline,A,10,5,9,6,9,6,9,7,10,19,blind_comparison
rater_01,brief-074::pair_ai_cdo_vs_baseline,brief-074,edtech,AI-CDO_vs_Baseline,Tie,8,7,8,8,10,5,9,7,11,18,blind_comparison
rater_01,brief-104::pair_ai_cdo_vs_baseline,brief-104,fintech,AI-CDO_vs_Baseline,A,9,5,10,5,9,7,9,6,12,25,blind_comparison
rater_01,brief-105::pair_ai_cdo_vs_baseline,brief-105,healthcare,AI-CDO_vs_Baseline,A,10,6,9,6,9,7,8,7,13,23,blind_comparison
rater_01,brief-006::pair_ai_cdo_vs_baseline,brief-006,edtech,AI-CDO_vs_Baseline,A,8,6,10,5,10,7,8,5,11,19,blind_comparison
rater_01,brief-141::pair_ai_cdo_vs_baseline,brief-141,manufacturing,AI-CDO_vs_Baseline,Tie,7,7,7,7,8,7,9,6,12,19,blind_comparison
rater_01,brief-106::pair_sft_vs_baseline,brief-106,legal,SFT_vs_Baseline,A,7,6,7,6,7,7,7,6,15,18,blind_comparison
rater_01,brief-112::pair_ai_cdo_vs_sft,brief-112,manufacturing,AI-CDO_vs_SFT,A,9,6,9,6,10,5,8,5,10,20,blind_comparison
rater_01,brief-081::pair_sft_vs_baseline,brief-081,edtech,SFT_vs_Baseline,A,8,6,7,6,7,6,6,5,15,17,blind_comparison
rater_01,brief-125::pair_ai_cdo_vs_sft,brief-125,media,AI-CDO_vs_SFT,A,9,7,9,7,10,7,10,5,8,23,blind_comparison
rater_01,brief-143::pair_sft_vs_baseline,brief-143,media,SFT_vs_Baseline,Tie,7,6,8,6,8,5,6,5,15,19,blind_comparison
rater_01,brief-103::pair_sft_vs_baseline,brief-103,government,SFT_vs_Baseline,A,8,5,8,6,8,7,6,5,14,18,blind_comparison
rater_01,brief-059::pair_ai_cdo_vs_sft,brief-059,healthcare,AI-CDO_vs_SFT,A,9,5,10,5,10,5,10,7,9,22,blind_comparison
rater_01,brief-027::pair_ai_cdo_vs_sft,brief-027,legal,AI-CDO_vs_SFT,A,9,7,9,7,10,6,10,5,10,23,blind_comparison
rater_01,brief-032::pair_ai_cdo_vs_sft,brief-032,government,AI-CDO_vs_SFT,A,10,6,9,6,10,6,10,5,12,23,blind_comparison
rater_01,brief-028::pair_ai_cdo_vs_sft,brief-028,saas,AI-CDO_vs_SFT,A,10,6,9,5,10,6,9,5,8,19,blind_comparison
rater_01,brief-062::pair_ai_cdo_vs_baseline,brief-062,fintech,AI-CDO_vs_Baseline,Tie,7,8,7,7,9,7,8,6,10,18,blind_comparison
rater_01,brief-047::pair_ai_cdo_vs_sft,brief-047,fintech,AI-CDO_vs_SFT,A,10,6,9,7,9,7,10,5,9,19,blind_comparison
rater_01,brief-103::pair_ai_cdo_vs_baseline,brief-103,saas,AI-CDO_vs_Baseline,A,8,6,9,6,9,5,9,7,10,20,blind_comparison
rater_01,brief-070::pair_ai_cdo_vs_sft,brief-070,nonprofit,AI-CDO_vs_SFT,A,9,6,9,7,10,7,8,6,11,20,blind_comparison
rater_01,brief-077::pair_ai_cdo_vs_baseline,brief-077,consumer,AI-CDO_vs_Baseline,Tie,8,8,8,8,8,5,8,6,13,27,blind_comparison
rater_01,brief-017::pair_sft_vs_baseline,brief-017,proptech,SFT_vs_Baseline,B,8,7,7,6,7,6,7,6,15,16,blind_comparison
rater_01,brief-150::pair_ai_cdo_vs_baseline,brief-150,manufacturing,AI-CDO_vs_Baseline,A,9,6,9,5,8,5,8,6,13,25,blind_comparison
rater_01,brief-011::pair_ai_cdo_vs_baseline,brief-011,fintech,AI-CDO_vs_Baseline,Tie,8,7,8,7,8,5,8,6,10,24,blind_comparison
rater_01,brief-064::pair_sft_vs_baseline,brief-064,saas,SFT_vs_Baseline,A,8,6,8,6,7,6,7,5,14,18,blind_comparison
rater_01,brief-100::pair_ai_cdo_vs_baseline,brief-100,government,AI-CDO_vs_Baseline,A,10,5,10,5,10,6,8,5,13,18,blind_comparison
rater_01,brief-114::pair_sft_vs_baseline,brief-114,proptech,SFT_vs_Baseline,A,8,5,7,5,8,6,8,7,14,18,blind_comparison
rater_01,brief-135::pair_sft_vs_baseline,brief-135,legal,SFT_vs_Baseline,A,8,7,7,5,7,5,8,6,15,21,blind_comparison
rater_01,brief-029::pair_ai_cdo_vs_sft,brief-029,ecommerce,AI-CDO_vs_SFT,A,9,6,9,5,10,6,9,7,12,18,blind_comparison
rater_01,brief-073::pair_sft_vs_baseline,brief-073,healthcare,SFT_vs_Baseline,A,8,6,8,7,7,6,7,6,12,18,blind_comparison
rater_01,brief-125::pair_ai_cdo_vs_baseline,brief-125,saas,AI-CDO_vs_Baseline,A,9,6,10,5,9,5,8,7,12,18,blind_comparison
rater_01,brief-066::pair_sft_vs_baseline,brief-066,consumer,SFT_vs_Baseline,A,8,5,7,7,7,6,7,6,15,18,blind_comparison
rater_01,brief-081::pair_ai_cdo_vs_baseline,brief-081,fintech,AI-CDO_vs_Baseline,A,9,5,9,5,8,6,9,5,13,25,blind_comparison
rater_01,brief-080::pair_ai_cdo_vs_baseline,brief-080,proptech,AI-CDO_vs_Baseline,A,8,6,10,5,9,6,9,6,9,22,blind_comparison
rater_01,brief-019::pair_ai_cdo_vs_sft,brief-019,saas,AI-CDO_vs_SFT,A,9,6,10,6,9,7,10,5,12,24,blind_comparison
rater_01,brief-060::pair_sft_vs_baseline,brief-060,healthcare,SFT_vs_Baseline,A,7,5,8,6,8,6,7,6,12,17,blind_comparison
rater_01,brief-014::pair_ai_cdo_vs_sft,brief-014,ecommerce,AI-CDO_vs_SFT,A,9,7,9,7,10,7,10,6,9,18,blind_comparison
rater_01,brief-101::pair_ai_cdo_vs_baseline,brief-101,media,AI-CDO_vs_Baseline,A,10,5,10,5,9,5,8,6,11,22,blind_comparison
rater_01,brief-131::pair_ai_cdo_vs_baseline,brief-131,legal,AI-CDO_vs_Baseline,A,8,5,9,7,8,7,9,5,11,19,blind_comparison
rater_01,brief-097::pair_ai_cdo_vs_sft,brief-097,manufacturing,AI-CDO_vs_SFT,A,10,5,9,6,9,6,10,7,12,20,blind_comparison
rater_01,brief-129::pair_ai_cdo_vs_baseline,brief-129,manufacturing,AI-CDO_vs_Baseline,Tie,7,8,7,7,9,7,8,6,13,26,blind_comparison
rater_01,brief-022::pair_sft_vs_baseline,brief-022,consumer,SFT_vs_Baseline,Tie,7,7,7,5,8,7,6,5,12,20,blind_comparison
rater_01,brief-076::pair_ai_cdo_vs_baseline,brief-076,healthcare,AI-CDO_vs_Baseline,A,8,6,10,6,9,7,8,6,12,25,blind_comparison
rater_01,brief-096::pair_ai_cdo_vs_baseline,brief-096,government,AI-CDO_vs_Baseline,Tie,7,7,8,7,8,7,9,5,10,26,blind_comparison
rater_01,brief-130::pair_ai_cdo_vs_baseline,brief-130,government,AI-CDO_vs_Baseline,A,10,6,10,6,9,7,8,7,11,23,blind_comparison
rater_01,brief-017::pair_ai_cdo_vs_baseline,brief-017,government,AI-CDO_vs_Baseline,Tie,8,7,8,7,10,6,8,7,9,20,blind_comparison
rater_01,brief-121::pair_sft_vs_baseline,brief-121,nonprofit,SFT_vs_Baseline,A,7,6,8,6,7,6,6,6,13,19,blind_comparison
rater_01,brief-149::pair_ai_cdo_vs_baseline,brief-149,fintech,AI-CDO_vs_Baseline,Tie,7,8,8,8,10,7,9,5,9,27,blind_comparison
rater_01,brief-032::pair_sft_vs_baseline,brief-032,healthcare,SFT_vs_Baseline,A,8,7,8,5,8,5,6,5,12,18,blind_comparison
rater_01,brief-021::pair_sft_vs_baseline,brief-021,legal,SFT_vs_Baseline,A,8,7,7,7,7,7,7,5,16,18,blind_comparison
rater_01,brief-058::pair_ai_cdo_vs_baseline,brief-058,nonprofit,AI-CDO_vs_Baseline,A,9,7,10,7,8,7,9,6,11,26,blind_comparison
rater_01,brief-144::pair_ai_cdo_vs_baseline,brief-144,consumer,AI-CDO_vs_Baseline,A,9,6,9,6,8,5,8,5,11,24,blind_comparison
rater_01,brief-004::pair_ai_cdo_vs_baseline,brief-004,manufacturing,AI-CDO_vs_Baseline,A,8,6,10,5,9,6,9,6,11,26,blind_comparison
rater_01,brief-085::pair_ai_cdo_vs_sft,brief-085,proptech,AI-CDO_vs_SFT,A,9,7,10,5,10,5,10,6,10,24,blind_comparison
rater_01,brief-026::pair_ai_cdo_vs_sft,brief-026,consumer,AI-CDO_vs_SFT,A,10,7,9,5,10,5,9,5,8,18,blind_comparison
rater_01,brief-063::pair_ai_cdo_vs_baseline,brief-063,media,AI-CDO_vs_Baseline,Tie,8,8,8,8,9,5,9,7,13,19,blind_comparison
rater_01,brief-089::pair_ai_cdo_vs_baseline,brief-089,proptech,AI-CDO_vs_Baseline,Tie,7,8,8,8,8,6,9,5,13,21,blind_comparison
rater_01,brief-003::pair_ai_cdo_vs_baseline,brief-003,legal,AI-CDO_vs_Baseline,A,8,7,10,5,10,5,8,7,13,27,blind_comparison
rater_01,brief-108::pair_ai_cdo_vs_sft,brief-108,nonprofit,AI-CDO_vs_SFT,A,10,7,10,6,10,7,8,5,11,26,blind_comparison
rater_01,brief-067::pair_ai_cdo_vs_baseline,brief-067,saas,AI-CDO_vs_Baseline,A,9,6,9,6,10,6,9,6,11,19,blind_comparison
rater_01,brief-139::pair_ai_cdo_vs_sft,brief-139,edtech,AI-CDO_vs_SFT,A,10,6,9,5,10,5,9,7,11,19,blind_comparison
rater_01,brief-026::pair_ai_cdo_vs_baseline,brief-026,fintech,AI-CDO_vs_Baseline,Tie,7,8,8,8,10,7,8,7,12,22,blind_comparison
rater_01,brief-089::pair_ai_cdo_vs_sft,brief-089,fintech,AI-CDO_vs_SFT,A,10,7,9,6,10,7,10,5,9,25,blind_comparison
rater_01,brief-055::pair_ai_cdo_vs_sft,brief-055,legal,AI-CDO_vs_SFT,A,9,7,10,7,9,6,9,7,10,18,blind_comparison
rater_01,brief-059::pair_sft_vs_baseline,brief-059,fintech,SFT_vs_Baseline,Tie,7,5,7,6,8,7,6,6,13,19,blind_comparison
rater_01,brief-056::pair_sft_vs_baseline,brief-056,manufacturing,SFT_vs_Baseline,B,8,7,7,5,8,7,8,7,16,18,blind_comparison
rater_01,brief-120::pair_sft_vs_baseline,brief-120,ecommerce,SFT_vs_Baseline,Tie,8,5,8,5,8,6,7,7,13,19,blind_comparison
rater_01,brief-046::pair_ai_cdo_vs_sft,brief-046,healthcare,AI-CDO_vs_SFT,A,9,6,9,5,9,5,10,7,8,23,blind_comparison
rater_01,brief-142::pair_ai_cdo_vs_sft,brief-142,edtech,AI-CDO_vs_SFT,A,10,7,10,7,10,7,10,7,9,18,blind_comparison
rater_01,brief-079::pair_ai_cdo_vs_sft,brief-079,edtech,AI-CDO_vs_SFT,A,10,5,9,7,9,5,10,6,12,19,blind_comparison
rater_01,brief-122::pair_ai_cdo_vs_sft,brief-122,consumer,AI-CDO_vs_SFT,A,10,7,10,7,9,7,9,6,11,25,blind_comparison
rater_01,brief-099::pair_ai_cdo_vs_sft,brief-099,manufacturing,AI-CDO_vs_SFT,A,10,5,10,5,9,5,8,7,12,22,blind_comparison
rater_01,brief-068::pair_ai_cdo_vs_sft,brief-068,saas,AI-CDO_vs_SFT,A,9,7,9,6,10,5,8,6,12,23,blind_comparison
rater_01,brief-090::pair_sft_vs_baseline,brief-090,saas,SFT_vs_Baseline,B,8,7,7,7,7,5,6,6,16,18,blind_comparison
rater_01,brief-010::pair_ai_cdo_vs_baseline,brief-010,manufacturing,AI-CDO_vs_Baseline,Tie,8,7,8,7,8,7,9,5,11,19,blind_comparison
rater_01,brief-028::pair_ai_cdo_vs_baseline,brief-028,legal,AI-CDO_vs_Baseline,A,8,6,9,7,9,5,9,7,12,23,blind_comparison
